"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","spec_id","version","product_or_material_description","version_status","spec_name","notes","common","local_ref","create_by","approved_by","approval_reason","smd_reference","make_current","analysis","measurement","concatenate_cqa","limit_type_id","limit_1","limit_2","units","stability"
"01968265-dd3a-7ecf-97ba-98a42721ed68-0193b42b-8478-7242-8cac-86a6a499bd96-123-Spec-00040113|29|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","0193b42b-8478-7242-8cac-86a6a499bd96","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|29|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"29",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,C,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 13/Jan/2024 - ETS CC 2387769 - Update of specification report.
1. Updated SMD reference from TV-SPEC-69985 v2.0 to TV-SPEC-69985 v3.0 for Limit Type ALERT, GLO 1 and CHAR 1.
2. Updated SMD reference from TV-SPEC-69985 v2.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 for Limit Type INH.



10-Dec-2024 - lwerner3 (SC) - Update of specification report - ETS CC 2387769

New limit type ""US"" added with SMD Reference TV-SPEC-71673 v1.0
Added Param List ""POLYSORBATE 80 1"" for US limit type
Added Extended CoA Info for:
PARTICULATE MATTER (v1) CNTO4424 1LIST	Component 1 (Standard)
PARTICULATE MATTER 7 (v1) 1LIST	Component 1 (Standard)
IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=10um (Standard)	
IC SUBVIS 12 (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=25um (Standard)	
IC SUBVIS 12 A (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=10um (Standard)	
IC SUBVIS 12 A (v1) 4N 8NC 5DATE 1TEXT	Part./cont. >=25um (Standard)	
PH20 ACTIVITY (v1) 1N	Component 1 (Standard)
CSDS REDUCED (v1) CNTO4424 2N 1LIST	Component 1 (Standard)
CSDS REDUCED (v1) CNTO4424 2N 1LIST	Component 3 (Standard)
CSDS NON-REDUCED (v1) 1N 1LIST 2	Component 1 (Standard)
CSDS NON-REDUCED (v1) 1N 1LIST 2	Component 2 (Standard)
PEPTIDE MAPPING 1 (v1) 5N	Component 1 (Standard)

08-Jan-2025 - lwerner3 (SC) - Update of specification report
1. Spec-00040113‎ is needed for an other update, therefore all changes have been reverted, due to a delay in the approval of TV-SPEC-71673 v1.0.",,,lwerner3,tshah1,Reviewed/Approved.,"TV-SPEC-67180, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Fri Jan 17 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019453a7-6b24-7521-b29d-f4077253d030-123-Spec-00040098|22|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019453a7-6b24-7521-b29d-f4077253d030","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|22|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"22",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"BRaja5 (GVW) - 10/Jan/2025 - CC 2387769 - Update of Specification as per TruVault Document.
1. Updated SMD Reference from TV-SPEC-69985 v2.0 to TV-SPEC-69985 v3.0 for ALERT Limit Type.",,,BRaja5,tshah1,Reviewed/Approved.,"TV-SPEC-67180, TV-SPEC-69985",Fri Jan 17 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019453a7-7673-749d-b3c8-3eb75c689c43-123-Spec-00043112|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019453a7-7673-749d-b3c8-3eb75c689c43","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|10|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"10","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","BRaja5 (GVW) - 10/Jan/2025 - CC 2387769 - Update of Specification as per TruVault Document.
1. Updated SMD Reference from TV-SPEC-69985 v2.0 to TV-SPEC-69985 v3.0 for INH, GLO, PHASE 3, ALERT, and CHAR Limit Types.
",,,BRaja5,tshah1,Reviewed/Approved.,TV-SPEC-69985,Fri Jan 17 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019458ee-e423-795b-a084-bd20bdbf59f0-123-Spec-00043114|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019458ee-e423-795b-a084-bd20bdbf59f0","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|6|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"6",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,A,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"dpriyada (GVW) - 11/Jan/2025 - Update of specification as per TruVault Document.
1. Updated SMD Reference from TV-SPEC-69986 v2.0 to TV-SPEC-69986 v3.0 for all Limit Types.",,,dpriyada,tshah1,Reviewed/Approved.,TV-SPEC-69986,Fri Jan 17 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-019477bb-1548-7575-9ab3-c4e231501599-123-Spec-00043112|11|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019477bb-1548-7575-9ab3-c4e231501599","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|11|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"11","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","PKuruva (GVW) - 17/Jan/2025 - CAPA 2375314 - Update of specification as per LCRF.
1. Updated Threshold values for applicable components of MULTI ATTR PEP MAP parameter list.
",,,pkuruva,Mcolli34,Reviewed/Approved as per LCRF,TV-SPEC-69985,Tue Feb 04 14:37:21 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019477bb-169b-7485-8a9c-2e5ae7295768-123-Spec-00040098|23|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019477bb-169b-7485-8a9c-2e5ae7295768","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|23|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"23",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"PKuruva (GVW) - 17/Jan/2025 - CAPA 2375314 - Update of specification as per LCRF.
1. Updated Threshold values for ""Component 7"" and ""Component 8"" of CIEF parameter list.",,,pkuruva,Mcolli34,Reviewed/Approved as per LCRF,"TV-SPEC-69985, TV-SPEC-67180",Thu Jan 30 19:57:23 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-019477bb-1803-7b10-a4cb-8e373fcc0d2e-123-Spec-00043114|7|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","019477bb-1803-7b10-a4cb-8e373fcc0d2e","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043114|7|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043114,"7",AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,C,AMIVANTAMAB 160 MG/ML DRUG SUBSTANCE LABORATORY SPECIFICATIONS,"RDhanas2 (GVW) - 17/Jan/2025 - Update of specification as per LCRF.
1. Added PHASE 3 Limits for applicable parameters of COLOR OF SOLUTION 1, IC PH MEASUREMENT, CIEF 1, DOT BLOT IDENTITY 1, IC A280 SAMPLE, IC BIOASSAY SAC ST1, BINDING ASSAY 1, IC CMET BIND SAC, SE-HPLC 1, CSDS REDUCED 1, CSDS NON-REDUCED 1 and HI HPLC 1 parameter lists.
2. Added Extended CoA Limit Text for applicable parameters of IC BIOASSAY SAC ST1, BINDING ASSAY 1 and IC CMET BIND SAC parameter lists.
3. Removed CoA Limit Text and added Extended CoA Limit Text for ""Component 3"" of SE-HPLC 1 parameter list.
4. Removed BINDING ASSAY parameter list.
5. Updated Technique for BIOASSAY parameter list.
6. Updated CoA Translation for “Component 3"" of SE-HPLC 1 parameter list.
7. Updated Threshold values for “Component 2” and “Component 3” of SE-HPLC 1 parameter list.
8. Updated CoA Group for ""Component 3"" of SE-HPLC 1 parameter list.
9. Added CoA Limit Text for “Component 8"" of CIEF 1 parameter list.
10. Updated CoA Limit Text for ""Component 1"" of COLOR OF SOLUTION 1 parameter list.",,,rdhanas2,Lwiertzb,Review and approval GQS per LCRF request,TV-SPEC-69986,Fri Jan 17 14:25:11 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0194bfa2-38a4-7aeb-a87e-44b063eca61d-123-Spec-00040113|30|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","0194bfa2-38a4-7aeb-a87e-44b063eca61d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|30|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"30",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 20/Jan/2024 - Update of specification report as per LCRF.
1. Updated SMD Reference from TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 for Limit Type INH.
2. Updated SMD Reference from TV-VAL-278811 v1.0 to TV-TEC-309014 v1.0 for Limit Type IPC.
3. Updated Inhouse Reference from ""PPQ and Post PPQ"" to ""Post PPQ"" for Limit Types GLO, CHAR and IPC.
4. Replaced parameter list ""PEPTIDE MAPPING 1 (v1) 5N"" with ""PEPTIDE MAPPING 1 (v1) 4N"".

",,,Gchokkal,lwerner3,LCRF,"TV-SPEC-67180, TV-TEC-309014, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jan 22 15:05:57 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0194bfa2-3dea-7382-8a55-4fe3b2bcd8a6-123-Spec-00040098|24|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0194bfa2-3dea-7382-8a55-4fe3b2bcd8a6","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|24|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"24",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"BRaja5 (GVW) - 31/Jan/2025 - Update of Specification as per LCRF.
1. Removed CIEF parameter list.
2. Added CIEF 2 parameter list.
",,,BRaja5,tshah1,Reviewed/Approved.,"TV-SPEC-69985, TV-SPEC-67180",Fri Jan 31 12:34:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-0194bfa2-3e48-7cf4-86fb-f35e3f6bbf79-123-Spec-00040113|30|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0194bfa2-3e48-7cf4-86fb-f35e3f6bbf79","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|30|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"30",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 20/Jan/2024 - Update of specification report as per LCRF.
1. Updated SMD Reference from TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 for Limit Type INH.
2. Updated SMD Reference from TV-VAL-278811 v1.0 to TV-TEC-309014 v1.0 for Limit Type IPC.
3. Updated Inhouse Reference from ""PPQ and Post PPQ"" to ""Post PPQ"" for Limit Types GLO, CHAR and IPC.
4. Replaced parameter list ""PEPTIDE MAPPING 1 (v1) 5N"" with ""PEPTIDE MAPPING 1 (v1) 4N"".

",,,Gchokkal,lwerner3,LCRF,"TV-SPEC-67180, TV-TEC-309014, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jan 22 15:05:57 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0194bfa2-444f-756c-b37f-096d95aa5be8-123-Spec-00040113|30|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","0194bfa2-444f-756c-b37f-096d95aa5be8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|30|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"30",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"Gchokkal (GVW) - 20/Jan/2024 - Update of specification report as per LCRF.
1. Updated SMD Reference from TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-VAL-278811 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 for Limit Type INH.
2. Updated SMD Reference from TV-VAL-278811 v1.0 to TV-TEC-309014 v1.0 for Limit Type IPC.
3. Updated Inhouse Reference from ""PPQ and Post PPQ"" to ""Post PPQ"" for Limit Types GLO, CHAR and IPC.
4. Replaced parameter list ""PEPTIDE MAPPING 1 (v1) 5N"" with ""PEPTIDE MAPPING 1 (v1) 4N"".

",,,Gchokkal,lwerner3,LCRF,"TV-SPEC-67180, TV-TEC-309014, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-66430, TV-SPEC-69985, TV-SPEC-54413, TV-SPEC-61505",Wed Jan 22 15:05:57 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-0194cf30-89e0-72eb-87fe-b210850257f7-123-Spec-00040098|25|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0194cf30-89e0-72eb-87fe-b210850257f7","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040098|25|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040098,"25",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,A,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - STAB,"BRaja5 (GVW) - 05/Feb/2025 - CAPA-001651 - Update of Specification as per LCRF.
1. Removed GLO Limits and CoA Limit Text for parameter ‘result EP-B’, ‘result EP-BY’ and ‘result EP-Y’ of IC COLOR INST SAMPLE parameter list.
2. Added GLO Limits and CoA Limit Text for parameter ‘result EP-B rep’, ‘result EP-BY rep’ and ‘result EP-Y rep’ of IC COLOR INST SAMPLE parameter list.
3. Updated CoA Translation for all applicable parameters of IC COLOR INST SAMPLE parameter list.",,,BRaja5,SKuijla2,GQS Reviewed/Approved,"TV-SPEC-67180, TV-SPEC-69985",Wed Feb 12 10:57:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-0194d9c1-6459-7563-b3da-f0a8e4d0c7c5-123-Spec-00043112|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","0194d9c1-6459-7563-b3da-f0a8e4d0c7c5","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00043112|12|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00043112,"12","AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB",A,"AMIVANTAMAB SC DRUG PRODUCT (1600, 2240 MG) LABORATORY SPECIFICATIONS - STAB","BRaja5 (GVW) - 05/Feb/2025 - CAPA-001651 - Update of Specification as per LCRF.
1. Removed PHASE 3 Limits and CoA Limit Text for parameter ""result EP-B"", ""result EP-BY"" and ""result EP-Y"" of IC COLOR INST SAMPLE parameter list.
2. Added PHASE 3 Limits and CoA Limit Text for parameter ""result EP-B rep"", ""result EP-BY rep"" and ""result EP-Y rep"" of IC COLOR INST SAMPLE parameter list.
3. Updated CoA Translation for all applicable parameters of IC COLOR INST SAMPLE parameter list.
",,,BRaja5,Mcolli34,Reviewed/Approved as per LCRF,TV-SPEC-69985,Wed Feb 12 10:59:16 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,T
"01968265-dd3a-7ecf-97ba-98a42721ed68-01952c8e-6047-7943-aedb-916d0517d8e8-123-Spec-00040113|31|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%","01952c8e-6047-7943-aedb-916d0517d8e8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|31|15N|PEPTIDE MAPPING : Component 15|CHAR 2|Not In|-99999|||%,Spec-00040113,"31",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,C,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"lwerner3 (SC) - update of specification report according to TV-SPEC-70238 v2.0 / ETS#CC2387287

1. update of SMD reference on limit type IPC 1 from TV-SPEC-70238 v1.0 to TV-SPEC-70238 v2.0
2. update of SMD reference on limit type INH from TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v2.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0",,,lwerner3,tlinack,ETS 2387287,"TV-SPEC-67180, TV-TEC-309014, TV-SPEC-54413, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-61505, TV-SPEC-66430, TV-SPEC-69985",Fri Feb 28 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 2,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01952c8e-645d-7df5-a4c8-2e66f939c2d2-123-Spec-00040113|31|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%","01952c8e-645d-7df5-a4c8-2e66f939c2d2","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|31|15N|PEPTIDE MAPPING : Component 15|CHAR 1|Not In|-99999|||%,Spec-00040113,"31",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,C,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"lwerner3 (SC) - update of specification report according to TV-SPEC-70238 v2.0 / ETS#CC2387287

1. update of SMD reference on limit type IPC 1 from TV-SPEC-70238 v1.0 to TV-SPEC-70238 v2.0
2. update of SMD reference on limit type INH from TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v2.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0",,,lwerner3,tlinack,ETS 2387287,"TV-SPEC-67180, TV-TEC-309014, TV-SPEC-54413, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-61505, TV-SPEC-66430, TV-SPEC-69985",Fri Feb 28 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR 1,Not In -99999,,%,F
"01968265-dd3a-7ecf-97ba-98a42721ed68-01952c8e-6761-7778-b195-300826898f9b-123-Spec-00040113|31|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%","01952c8e-6761-7778-b195-300826898f9b","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,Spec-00040113|31|15N|PEPTIDE MAPPING : Component 15|CHAR|>|-99999|||%,Spec-00040113,"31",JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT,C,SPECIFICATIONS AND JUSTIFICATION OF SPECIFICATIONS FOR JNJ-61186372 AMIVANTAMAB SUBCUTANEOUS GEN2 PPQ AND POST-PPQ DRUG PRODUCT - RELEASE - (SC),"lwerner3 (SC) - update of specification report according to TV-SPEC-70238 v2.0 / ETS#CC2387287

1. update of SMD reference on limit type IPC 1 from TV-SPEC-70238 v1.0 to TV-SPEC-70238 v2.0
2. update of SMD reference on limit type INH from TV-SPEC-69985 v3.0, TV-SPEC-70238 v1.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0 to TV-SPEC-69985 v3.0, TV-SPEC-70238 v2.0, TV-SPEC-67180 v4.0, TV-TEC-309014 v1.0, TV-SPEC-66430 v6.0, TV-TEC-250649 v5.0",,,lwerner3,tlinack,ETS 2387287,"TV-SPEC-67180, TV-TEC-309014, TV-SPEC-54413, TV-SPEC-70238, TV-TEC-250649, TV-SPEC-61505, TV-SPEC-66430, TV-SPEC-69985",Fri Feb 28 06:00:00 EST 2025,PEPTIDE MAPPING,Component 15,PEPTIDE MAPPING : Component 15,CHAR,> -99999,,%,F
